age,gender,exp,region,marka,year,engine,kbm,rise
53,1,19,6,Nissan,1998,127,4,0
49,0,4,112,Buick,1989,428,3,1
39,1,29,12,GMC,1992,146,1,0
52,1,5,33,Audi,2004,159,0,1
58,0,21,183,Audi,1993,88,4,0
37,1,17,147,Mercury,1985,133,1,0
41,0,24,81,Mercedes-Benz,2011,152,4,0
40,0,39,121,Chrysler,1993,512,0,1
33,1,23,118,BMW,2012,157,2,1
41,1,15,15,Suzuki,1999,585,3,1
39,1,17,132,Fillmore,1960,82,2,1
45,1,8,168,Infiniti,2003,235,0,0
49,0,26,203,Chevrolet,1993,118,1,1
36,1,5,183,Toyota,2006,236,3,1
48,0,22,198,Buick,2012,100,3,1
39,1,13,125,Mercedes-Benz,1992,118,1,0
35,1,6,174,Mercedes-Benz,1992,451,1,0
37,0,8,168,Chevrolet,1996,176,2,0
40,1,4,180,Saab,2006,195,2,1
43,0,36,125,Isuzu,2003,140,1,0
42,0,5,18,Buick,1990,180,2,0
54,0,14,208,Lotus,2007,84,2,1
47,0,17,128,Ford,2001,80,3,0
49,0,10,58,GMC,2011,128,2,1
40,0,23,91,Toyota,2001,89,0,0
53,0,13,90,Mercedes-Benz,1998,121,0,0
45,0,15,182,Hyundai,2003,80,4,0
42,1,6,171,Land Rover,1994,135,3,0
44,0,13,92,Dodge,1993,159,1,0
48,1,1,40,Hyundai,2002,286,1,1
52,1,3,65,Mercedes-Benz,1998,248,1,1
49,0,4,54,Dodge,2011,186,1,0
21,0,5,11,Lincoln,2011,94,2,1
51,0,16,89,Dodge,2006,149,1,0
51,1,13,204,Volkswagen,1988,125,0,1
46,0,8,62,Land Rover,2003,100,1,1
44,1,28,193,Subaru,2006,134,3,1
43,1,20,57,Mercedes-Benz,2003,357,4,0
41,1,35,143,Buick,2002,107,3,1
39,1,22,5,Dodge,1997,98,1,0
45,0,35,13,GMC,2002,111,3,0
61,1,23,161,Ford,2005,94,2,0
55,1,15,59,BMW,2009,104,3,1
23,0,12,209,Acura,2002,148,2,1
48,1,10,185,Cadillac,1997,93,4,0
48,0,13,63,Honda,2006,112,4,1
50,0,15,111,Mercury,1993,119,2,1
63,0,26,206,Chevrolet,1992,108,4,0
40,0,9,127,Pontiac,1984,158,1,0
45,0,15,165,Dodge,1995,128,0,1
53,1,13,217,Dodge,2010,106,0,0
40,0,16,36,BMW,2004,154,1,1
52,1,3,133,Rolls-Royce,2005,299,0,1
47,1,12,121,Ford,1999,90,3,1
47,0,5,211,Nissan,2009,108,1,1
31,0,4,134,Toyota,1997,220,3,0
67,1,7,120,Toyota,2001,159,0,0
48,0,5,127,Isuzu,1994,245,0,0
40,0,3,54,Buick,1991,253,1,1
55,0,13,18,Honda,2011,96,3,0
37,0,28,67,Volvo,2007,150,4,1
58,1,40,57,GMC,2010,148,1,0
30,1,17,205,Suzuki,1992,159,0,1
54,1,3,114,Volvo,2007,118,2,0
48,1,19,209,Mazda,1985,143,4,1
34,1,5,164,Ford,2004,156,1,1
31,0,11,86,Mitsubishi,2011,143,1,1
46,1,4,133,Chevrolet,2000,158,3,1
37,0,3,185,Chevrolet,1993,185,2,0
37,0,5,38,Geo,1997,135,0,1
49,0,4,13,Toyota,2003,583,2,0
29,1,3,159,Cadillac,2004,376,4,1
51,0,8,121,Mercury,1991,361,2,0
43,1,36,153,Pontiac,1973,81,4,1
39,0,11,135,Ford,2004,119,4,1
54,1,5,173,Toyota,2012,118,3,0
,1,10,175,Lincoln,1987,80,3,1
37,1,6,75,Pontiac,1994,130,3,0
47,1,25,113,Ford,1989,80,1,1
39,1,9,137,GMC,2013,111,4,0
39,0,20,94,BMW,2010,111,3,0
53,1,6,11,Porsche,1999,388,3,1
29,1,6,83,Ford,1997,149,2,0
39,0,20,150,Mercedes-Benz,2011,138,0,1
44,0,3,45,Buick,1993,495,4,1
50,1,25,151,Toyota,1999,111,0,0
36,1,21,53,Chevrolet,2012,127,1,0
45,0,37,156,Mercedes-Benz,2008,673,1,1
58,1,18,201,Chevrolet,1991,98,0,0
35,1,21,62,Saab,2006,143,4,0
46,0,6,57,Pontiac,1993,152,1,1
54,1,14,36,Pontiac,1985,127,4,0
52,0,1,1,Volkswagen,2009,374,3,0
26,0,18,90,Acura,2008,136,2,1
29,1,7,2,Toyota,2003,141,1,1
47,0,7,141,Volvo,2006,102,3,1
48,1,3,20,Honda,1989,355,3,0
39,0,1,25,Subaru,2005,199,4,1
45,1,8,65,Lexus,2010,471,3,1
38,1,2,189,Ford,2013,452,1,1
45,0,19,50,Audi,1991,141,4,1
51,0,10,118,Volvo,2005,145,4,1
36,1,29,163,Dodge,2004,111,0,1
30,1,7,21,Ford,1997,316,4,1
44,1,4,7,Ford,1985,95,0,1
24,0,19,58,Dodge,2010,85,1,1
29,0,31,13,Lexus,1996,135,3,0
38,1,10,211,Lexus,2010,122,2,0
49,1,7,121,Acura,2005,300,2,0
32,0,9,84,Chevrolet,1973,123,2,1
40,0,14,11,Pontiac,1987,93,4,1
29,0,32,175,Chevrolet,2006,104,2,0
50,1,15,123,Mazda,1995,129,4,0
22,1,19,141,McLaren,2012,147,1,0
38,0,14,85,GMC,2011,86,4,0
42,1,5,49,Acura,2011,245,2,1
49,1,24,175,Subaru,1997,622,3,0
27,0,1,115,GMC,2010,219,3,1
62,1,14,190,Mitsubishi,2002,138,1,0
45,0,2,66,Toyota,2009,233,2,1
44,1,14,214,Nissan,2005,120,4,0
48,0,25,125,Subaru,2007,94,1,1
30,0,14,128,Toyota,1997,150,4,1
38,1,18,217,Aptera,2010,112,3,1
38,0,37,206,Aston Martin,2011,140,1,1
36,0,20,44,Volkswagen,2006,120,0,1
34,1,18,96,Ford,2001,99,3,0
41,0,6,84,Hyundai,2006,656,2,0
52,1,15,27,Honda,2002,85,0,1
45,1,25,129,Mercedes-Benz,2009,148,2,0
57,1,5,57,Chevrolet,2006,276,0,0
42,0,6,3,GMC,1997,91,4,1
46,1,6,51,Audi,1990,88,0,0
65,0,21,41,Ford,1998,121,3,0
59,0,18,24,Audi,2002,109,4,0
32,0,11,138,Volvo,2011,120,0,0
35,0,21,120,Volkswagen,2002,133,4,1
47,1,36,106,BMW,2006,141,2,1
35,1,5,182,Honda,2006,100,0,1
34,0,23,150,Mazda,2003,678,2,1
50,0,6,147,Audi,1987,423,3,0
51,1,1,94,Ford,2002,169,3,1
45,0,7,156,Ford,2006,472,4,0
41,0,3,209,Cadillac,2009,258,0,1
51,0,22,63,Ford,1983,91,3,1
43,0,2,115,Mitsubishi,1992,326,2,0
36,0,8,33,Mazda,2011,91,2,0
37,0,8,95,Oldsmobile,1994,296,1,0
44,0,3,214,Mazda,1988,125,0,0
53,1,16,47,Bentley,2006,124,3,1
47,0,5,164,Toyota,2003,210,1,0
57,1,13,206,Buick,1993,106,3,1
54,1,5,132,Chevrolet,2001,219,4,1
46,0,2,116,Chevrolet,2011,155,4,1
37,1,6,215,Geo,1995,141,0,1
56,1,1,18,BMW,2006,209,0,1
65,0,7,98,Toyota,2003,104,4,1
53,0,6,102,Chevrolet,1999,197,0,0
26,0,7,162,Chrysler,2011,308,1,0
40,0,7,4,Aston Martin,2008,217,1,0
52,1,1,81,Honda,2009,199,0,0
50,0,8,220,GMC,2006,149,4,1
44,1,6,136,Toyota,2007,539,0,1
52,0,30,30,Ford,2011,135,4,1
37,0,7,187,Ford,2012,530,4,0
43,1,19,155,Jeep,2010,157,2,0
47,0,3,200,Acura,2006,497,2,0
41,0,8,200,Chevrolet,2012,402,2,1
51,1,17,60,Pontiac,1989,149,0,1
39,1,24,7,Cadillac,2004,100,3,0
48,0,4,130,Mercedes-Benz,1992,353,0,1
34,0,37,86,Ford,1989,676,4,1
58,1,15,185,Chevrolet,2008,136,4,0
34,1,5,49,Lamborghini,2006,137,0,0
43,1,10,111,Nissan,1990,153,3,1
37,0,12,81,Bentley,2010,138,4,0
41,0,5,189,Chevrolet,1967,92,3,0
62,0,5,12,GMC,2010,420,0,1
40,1,10,192,Lexus,1998,106,3,1
46,1,31,147,Acura,1988,142,0,0
43,0,22,100,Honda,2006,144,4,1
30,0,7,133,Chrysler,2005,321,0,0
42,1,32,49,Suzuki,1992,103,3,0
41,0,18,202,Chevrolet,2010,134,1,1
38,0,14,40,Mercedes-Benz,2007,108,3,1
47,1,13,123,Pontiac,2010,81,2,1
29,0,10,181,Cadillac,2010,101,2,1
38,1,37,177,Ford,2010,107,0,0
62,1,8,215,Volvo,1998,124,1,0
38,1,11,93,Honda,2011,114,3,0
41,0,35,79,Pontiac,1987,643,0,0
47,1,7,109,Suzuki,2004,123,3,1
28,0,6,198,Cadillac,2002,265,1,1
44,0,9,149,Porsche,1988,158,0,1
30,0,6,98,Ford,1997,359,4,1
37,0,5,122,Lexus,2008,343,3,0
57,1,10,89,Audi,2001,124,1,1
49,0,16,89,Mercedes-Benz,2005,156,4,1
53,1,5,89,Audi,2012,507,1,1
35,0,1,53,Subaru,2011,289,4,1
45,0,8,169,Ford,1990,134,3,1
40,0,35,212,Dodge,1992,116,2,1
41,1,13,22,Saab,2002,125,1,1
50,1,15,7,Infiniti,2012,132,4,1
45,0,17,62,Mitsubishi,1992,138,3,0
57,1,7,51,Mazda,1998,126,3,0
52,1,5,70,Mercury,2004,161,1,1
40,1,1,217,Suzuki,1992,124,1,0
54,1,39,150,Isuzu,2008,152,2,0
45,1,6,93,Mazda,2006,97,4,1
32,0,8,91,Mercury,2010,158,1,1
42,0,5,2,Volkswagen,1994,106,2,1
33,0,4,162,Kia,1997,423,3,1
53,1,8,172,Bentley,2012,125,1,1
49,1,2,28,Subaru,2007,244,1,0
41,1,10,129,Chrysler,2003,98,0,1
52,0,37,159,Suzuki,2010,86,4,0
45,0,5,176,Chevrolet,1998,119,1,1
40,0,25,24,Cadillac,1996,128,4,0
48,1,2,39,Chevrolet,2001,459,4,1
40,1,12,96,Chrysler,2000,101,4,0
39,0,1,118,Cadillac,2007,245,0,0
53,1,2,51,Cadillac,2010,396,2,0
54,1,31,40,Ford,2010,92,2,0
42,0,34,97,Hyundai,2002,116,1,1
45,1,4,195,Chevrolet,2001,217,3,1
50,0,2,78,Ford,1988,300,2,1
38,1,1,37,Nissan,1992,271,3,0
29,0,18,197,Jaguar,2009,97,4,1
42,0,21,66,GMC,2007,137,3,1
46,1,2,63,Isuzu,1998,343,2,1
46,1,7,145,Mitsubishi,1989,93,3,1
29,1,2,149,GMC,1998,459,2,0
47,1,7,151,Eagle,1991,489,0,1
49,0,7,115,Acura,1989,128,4,0
35,0,28,100,Toyota,2012,108,0,1
50,1,2,216,Porsche,2013,253,0,0
44,0,22,208,Chevrolet,1996,125,3,0
40,0,3,64,Chevrolet,2005,447,3,0
36,0,3,82,Chevrolet,2008,111,0,1
50,1,23,176,Oldsmobile,1999,155,3,1
42,0,4,76,Lamborghini,1986,412,4,0
52,1,38,139,Pontiac,2000,619,2,0
43,1,5,131,Nissan,2010,420,3,1
41,0,38,109,Isuzu,2000,520,3,0
41,0,4,41,Volkswagen,1997,194,0,1
49,1,3,161,Cadillac,1992,171,3,1
54,0,16,169,Infiniti,2006,124,3,0
46,0,14,171,Scion,2011,142,3,0
31,1,23,1,Ford,2007,116,3,0
42,1,14,94,Pontiac,1971,146,3,0
63,0,12,144,Mercedes-Benz,2001,80,0,1
31,0,8,175,Buick,1990,409,3,1
54,1,20,85,Mercury,1993,122,2,1
50,1,28,53,Chevrolet,2011,97,0,1
43,0,14,215,Ford,1994,106,0,0
42,1,3,220,Ford,1992,117,3,0
33,1,2,209,Maserati,2011,201,4,0
56,0,9,47,Audi,1985,116,2,1
53,1,39,177,Suzuki,1998,534,3,0
43,1,18,155,Lexus,2013,157,3,1
40,0,7,71,Lexus,2011,386,4,1
42,1,30,105,Ford,1985,457,3,1
43,0,14,200,Dodge,1993,116,2,0
36,1,14,202,Ford,2010,633,4,1
33,0,4,118,Hyundai,1997,147,0,1
53,0,6,13,Acura,1992,271,4,0
43,1,15,171,Land Rover,2009,160,1,0
54,1,27,141,Ford,2010,158,0,0
41,0,9,24,Acura,1994,143,3,0
33,0,4,136,Dodge,2010,173,3,0
38,1,5,97,Ford,1995,338,0,1
59,1,32,78,MINI,2006,361,2,1
48,0,7,88,GMC,1994,97,2,1
41,1,7,84,Buick,1979,380,2,1
37,0,6,182,Suzuki,2003,328,1,1
53,0,6,45,Maybach,2012,228,2,0
44,1,5,101,Lexus,2012,166,0,0
44,0,3,135,Ford,1997,159,1,0
70,0,3,146,Pontiac,2005,154,1,1
36,1,5,76,Honda,2009,163,2,1
52,0,24,79,Volkswagen,2010,126,2,1
38,1,7,157,Ford,1991,98,3,0
46,1,25,219,Infiniti,2006,104,4,1
37,0,3,96,Toyota,2009,173,1,0
43,1,3,35,Mercedes-Benz,1988,677,1,0
42,0,5,19,Mercedes-Benz,2008,533,3,1
40,1,36,115,Dodge,2012,81,1,1
61,0,3,86,Hummer,2004,280,4,1
59,1,20,205,Subaru,1997,130,2,0
31,0,30,161,Mitsubishi,1986,154,1,0
24,0,5,71,Subaru,1994,411,4,1
38,1,37,180,Maybach,2005,449,0,0
61,1,5,54,Toyota,1994,274,4,1
32,1,19,87,Aston Martin,2010,146,2,1
58,0,2,161,GMC,2004,175,1,1
38,1,17,177,Ram,2011,122,2,1
40,0,1,30,Chrysler,2007,475,0,1
53,0,1,143,Oldsmobile,2000,378,3,1
45,1,5,74,Infiniti,2002,251,0,1
48,1,8,18,Volkswagen,1995,425,4,1
39,0,16,140,Hyundai,2003,159,0,0
32,0,35,1,Eagle,1992,142,1,0
28,0,5,23,Chevrolet,1979,496,4,0
45,1,7,75,Mazda,2011,401,3,0
51,1,5,110,Dodge,2000,358,3,0
67,1,35,109,GMC,2002,141,1,0
36,1,22,33,Lexus,2013,140,0,1
60,1,5,117,Subaru,2010,194,3,0
50,1,18,103,Ford,1989,91,3,1
34,0,4,62,Land Rover,1992,198,3,1
36,1,7,170,Mercury,1988,138,2,0
22,0,1,83,Honda,2010,166,0,1
33,1,3,134,Maybach,2011,136,2,1
35,1,30,168,Ford,2002,149,1,0
39,0,5,46,Audi,1992,338,2,1
37,0,8,30,Volvo,2012,137,2,1
50,0,6,16,GMC,2010,115,3,0
57,0,23,135,Volkswagen,1990,156,3,1
48,0,2,93,Jaguar,2002,284,0,1
52,1,5,57,Audi,2012,107,0,0
40,0,16,91,Toyota,2000,82,0,0
41,1,1,35,Nissan,2012,282,3,1
36,1,20,97,Infiniti,2012,149,2,0
39,0,18,81,Infiniti,2009,151,4,1
35,0,4,185,Dodge,1992,202,3,0
45,0,2,55,Volvo,1999,382,0,0
50,1,11,127,Volkswagen,2008,103,3,1
25,1,10,54,Nissan,1995,83,3,0
65,1,7,13,Hyundai,2003,358,0,0
38,0,5,114,Buick,1994,314,4,0
36,0,14,52,Acura,1997,126,0,0
42,0,18,214,Mazda,1993,140,2,1
43,1,17,6,Mitsubishi,1988,102,1,1
46,1,25,111,Acura,1999,274,1,1
36,1,11,149,BMW,2011,121,0,0
34,1,5,126,GMC,2007,141,0,1
33,0,3,138,Porsche,2004,258,0,1
39,0,17,160,BMW,2005,149,1,0
48,0,28,216,Chevrolet,2008,140,3,1
41,1,17,158,Nissan,2003,107,0,0
51,1,6,91,Pontiac,2008,141,0,0
38,1,12,8,Mercury,2001,142,0,1
51,1,1,78,Chevrolet,1996,177,1,0
42,1,2,102,Subaru,1995,444,1,0
47,0,5,152,Mercedes-Benz,1993,98,4,1
42,0,4,158,Volkswagen,2000,481,0,1
61,1,39,9,BMW,2001,591,0,0
48,1,3,215,Chevrolet,2012,402,2,1
37,1,3,148,Chevrolet,2011,133,4,0
48,0,18,36,Lexus,2012,107,2,1
44,0,7,171,GMC,2009,99,2,1
38,0,9,2,Cadillac,1998,109,2,0
34,1,5,81,Porsche,2007,157,1,0
49,0,18,183,Chevrolet,2003,150,3,0
53,1,15,180,Hyundai,2000,95,3,0
44,0,5,199,Subaru,1999,136,2,1
28,0,31,151,Mazda,2011,106,4,1
43,1,20,36,Nissan,2005,122,2,1
35,1,39,135,Mercedes-Benz,1993,691,2,1
38,1,20,173,Mazda,2000,93,3,1
33,0,5,172,Maybach,2009,398,2,0
38,0,6,59,Ford,1985,470,1,0
60,1,21,61,Dodge,1994,116,1,1
28,0,8,31,Dodge,1997,349,1,1
59,0,25,8,Chevrolet,1996,140,2,1
43,1,28,18,Dodge,1999,122,4,0
40,0,11,80,GMC,2002,110,2,1
41,1,5,39,Chevrolet,2000,130,3,0
58,0,19,123,BMW,2010,117,3,0
50,0,23,108,Dodge,2009,114,2,1
28,1,5,196,GMC,1995,109,4,0
39,0,3,131,Lotus,1986,159,3,1
58,0,10,134,Volvo,2013,117,4,0
44,0,17,219,Pontiac,1989,151,1,1
34,1,4,110,Chevrolet,1960,260,1,0
47,0,16,117,Dodge,2008,81,2,0
44,0,21,124,Chevrolet,1994,144,2,1
59,0,5,18,Ford,1997,176,2,1
57,1,6,84,Oldsmobile,1996,80,4,1
48,0,1,212,Plymouth,1993,365,2,0
39,1,1,72,Smart,2011,326,4,1
59,0,25,120,Chevrolet,2002,152,3,1
43,1,2,26,Chevrolet,2010,416,4,1
51,1,19,180,Audi,1985,133,0,0
49,1,19,189,Eagle,1993,152,0,0
53,0,10,175,Toyota,2003,141,0,1
47,0,8,119,Ford,2003,360,1,1
50,1,3,141,Hyundai,2009,462,1,0
48,1,21,33,Porsche,1991,135,2,0
39,1,17,173,Infiniti,2004,114,4,1
47,1,19,49,GMC,2010,105,0,1
36,0,14,168,Dodge,1999,92,3,1
44,0,20,144,Mercedes-Benz,1997,450,3,1
31,1,21,91,Dodge,2001,122,1,1
36,1,6,197,Volkswagen,2002,313,0,1
31,0,8,13,Jaguar,2011,324,4,1
44,1,22,108,Mitsubishi,2006,157,0,1
48,1,6,175,Ford,2010,203,3,0
39,1,7,195,Kia,2011,362,3,1
35,1,40,86,Toyota,2009,113,2,1
33,0,2,86,Volvo,2003,136,3,0
40,0,5,26,Ford,1985,324,0,1
52,0,1,99,BMW,1999,228,1,1
50,0,2,118,Ford,2012,432,0,0
41,0,20,98,Chevrolet,1996,159,1,0
39,0,13,220,Mitsubishi,2003,132,3,0
37,0,7,76,Ford,1988,478,2,1
38,0,19,20,Honda,1996,139,2,0
43,1,2,85,Ford,1970,297,1,1
,0,4,177,Ford,1999,142,2,0
35,0,25,202,Acura,2001,127,1,0
41,1,16,79,BMW,2004,142,4,0
49,0,25,11,Toyota,2009,124,0,1
44,0,2,147,Ford,2005,158,3,0
36,1,2,110,Lexus,2002,696,2,0
45,0,5,204,Toyota,2012,134,4,1
42,1,1,116,Volkswagen,1992,110,4,1
43,0,2,136,GMC,1994,98,1,1
53,1,4,175,Toyota,1992,168,0,0
47,0,12,190,Chevrolet,1987,88,2,1
51,0,15,142,Peugeot,2007,160,4,0
46,1,16,59,Mazda,1996,129,2,1
54,0,17,57,Acura,1998,141,0,1
33,0,38,26,Dodge,2007,453,3,1
45,0,7,111,Buick,1993,208,0,1
57,1,19,36,Buick,1984,130,1,0
44,0,34,199,Mazda,2009,84,2,1
56,0,17,52,Land Rover,1997,87,4,0
55,0,2,30,Ford,1997,272,2,1
42,1,10,69,Ford,2002,89,1,0
23,0,2,10,Mercury,2009,227,4,1
28,0,16,102,Infiniti,1996,113,1,1
41,0,5,41,Mercedes-Benz,2002,334,1,0
33,0,18,11,Jeep,2012,121,1,0
28,1,32,90,Buick,1994,158,2,0
53,0,1,52,Fiat,2012,222,4,1
43,0,1,94,Isuzu,2007,277,3,1
51,1,5,10,Buick,1990,324,4,1
43,1,13,63,Hillman,1950,90,2,0
47,1,3,100,GMC,2008,169,0,0
51,0,40,190,Cadillac,2002,139,2,1
57,1,36,114,Toyota,1992,118,0,1
33,1,5,135,Ford,2005,134,0,0
41,0,13,34,Audi,2009,154,2,1
48,0,28,113,GMC,2010,136,4,1
51,0,3,83,Suzuki,2008,252,0,0
35,1,27,16,Subaru,2010,97,3,0
27,0,6,126,Chevrolet,1993,168,2,1
37,0,9,178,Mercedes-Benz,1990,138,1,1
47,1,2,72,Toyota,2009,162,3,0
50,0,26,10,Volkswagen,2004,84,1,1
29,1,2,133,Lincoln,2010,408,3,1
35,0,3,173,Volvo,2010,100,2,0
32,1,5,139,Hyundai,2013,442,3,1
51,0,20,103,Volkswagen,2012,92,0,1
50,0,17,121,Maserati,2002,84,3,0
47,1,6,151,Lexus,2004,452,4,0
36,1,6,158,Ford,1989,107,3,0
41,1,5,22,Hummer,2008,166,0,1
54,1,1,66,Ford,2005,697,1,0
36,0,4,164,Ford,2002,104,0,1
34,1,17,210,Suzuki,1996,130,0,0
53,0,1,176,Dodge,1995,348,2,0
41,0,36,107,BMW,2003,80,3,1
58,1,7,139,Saab,1994,122,4,1
59,0,11,80,Jeep,2010,88,3,0
39,1,10,60,Infiniti,2011,133,0,0
35,1,2,129,Audi,1999,173,0,1
54,0,1,157,Buick,1992,411,0,1
62,1,7,174,Saturn,2005,357,1,1
38,0,31,191,Chevrolet,1996,95,0,1
57,0,22,15,Lincoln,1992,104,1,0
66,0,23,34,Pontiac,1969,102,4,0
43,1,12,74,Mazda,2011,100,3,1
29,0,14,60,Mercedes-Benz,1992,155,0,0
48,1,7,85,Studebaker,1961,197,1,0
51,0,18,20,Chevrolet,2007,130,0,0
39,1,6,27,Mitsubishi,2002,163,1,1
43,1,2,203,Lamborghini,2006,194,1,1
54,0,3,25,Honda,2012,487,2,1
51,0,6,36,Toyota,2004,96,1,1
36,0,3,88,Cadillac,1992,404,3,0
39,0,28,80,Audi,1991,118,0,1
48,1,17,46,Pontiac,2005,100,3,1
47,1,24,90,Subaru,2003,124,0,0
17,1,1,52,Ford,2012,123,1,0
50,1,1,157,Audi,2002,227,3,0
42,0,4,100,Jaguar,1994,253,3,0
56,0,8,165,Subaru,2001,88,1,0
32,0,14,5,Mazda,2012,142,3,0
46,0,2,203,Mercury,1992,471,0,0
47,0,17,33,Mazda,2007,140,3,0
44,1,7,156,Lincoln,2007,240,1,1
34,0,11,183,Dodge,2009,82,3,0
44,0,1,131,Mitsubishi,2001,244,3,1
48,0,38,180,Audi,1993,145,1,1
36,1,17,142,Studebaker,1964,132,0,1
52,1,25,5,Porsche,1990,118,2,0
46,0,16,19,Honda,2001,153,1,0
46,1,4,79,Buick,1998,406,3,0
41,1,6,162,Ford,1999,443,3,0
40,1,8,145,Buick,1995,172,1,1
49,0,5,33,Lotus,1989,489,4,1
51,1,18,216,Ford,1966,96,1,1
54,1,13,30,Ford,2009,144,2,0
58,0,5,173,Nissan,2008,149,0,0
49,0,16,85,GMC,1995,95,2,1
33,0,25,181,Dodge,1992,81,3,0
59,1,20,220,Land Rover,1986,87,4,0
44,0,6,61,Chrysler,2000,139,4,0
48,1,16,96,Acura,1997,109,0,0
53,1,20,190,Cadillac,2008,522,3,1
43,0,25,110,Mercedes-Benz,2011,118,0,0
46,0,2,147,Honda,1999,228,4,0
51,0,15,198,Chrysler,2007,104,0,1
60,1,6,92,Jaguar,2006,172,3,0
26,0,16,42,Audi,1992,156,3,0
43,1,20,129,BMW,2007,114,2,1
27,0,20,37,Subaru,2010,117,4,1
54,0,10,141,Toyota,2008,95,2,0
42,0,19,114,Chevrolet,2006,120,2,0
32,0,20,200,Buick,2005,121,2,1
45,1,16,87,Hyundai,2002,160,0,1
46,0,5,40,GMC,2000,241,0,0
72,1,17,34,Mercury,1984,138,4,0
57,0,18,118,Mercedes-Benz,2012,149,2,0
48,1,7,131,Toyota,1982,486,4,0
44,1,1,187,Maserati,1989,138,0,0
51,0,38,43,Chevrolet,1996,138,2,0
42,1,10,40,Aston Martin,2012,157,2,1
37,1,22,6,BMW,1997,89,2,0
50,1,1,132,Volkswagen,2012,548,1,0
38,0,1,10,Nissan,2012,409,3,1
56,1,6,78,Audi,2001,195,2,1
52,1,9,167,Mitsubishi,2001,138,1,0
30,1,32,205,Chrysler,2004,130,2,1
38,0,16,30,Dodge,1993,159,4,0
30,0,11,14,Toyota,2010,104,2,1
45,1,26,213,Ford,1983,124,2,1
55,0,15,142,Ford,1997,91,0,1
62,1,16,152,Jaguar,2004,105,1,1
46,0,32,149,Ford,1992,124,2,1
33,0,26,152,Ford,1996,142,4,1
47,0,4,213,Dodge,2001,114,4,0
59,0,6,149,Honda,2006,394,0,0
53,1,1,11,GMC,1997,275,3,0
40,1,20,21,Ford,2008,118,3,0
35,0,7,55,GMC,2008,489,1,1
29,0,22,79,Toyota,1995,621,3,1
44,1,29,210,Citroën,1948,122,0,0
46,0,7,81,Ford,1979,96,2,0
50,1,1,51,Pontiac,2001,318,4,0
26,1,1,147,Maserati,2010,620,1,1
40,0,24,62,Dodge,2004,92,3,1
45,0,32,103,Dodge,1996,113,3,1
32,1,5,138,Ford,1997,126,1,0
30,1,1,141,Geo,1992,143,2,0
40,0,30,210,Honda,2010,127,2,0
45,1,13,41,Chrysler,1994,85,0,0
55,1,2,58,GMC,1995,180,2,0
53,0,16,109,Mazda,1990,158,2,0
35,1,15,178,Isuzu,1996,97,0,1
40,0,7,51,Dodge,1998,170,4,0
39,1,8,181,Ford,1989,298,3,1
51,1,22,169,Kia,2009,140,2,1
35,0,39,60,Honda,2012,155,1,0
52,0,25,15,Pontiac,1983,157,0,0
45,1,30,93,Toyota,2001,130,0,0
36,1,8,152,Mazda,1985,383,4,0
59,0,39,103,Audi,1998,118,3,1
54,0,23,132,Mitsubishi,2007,117,4,0
60,1,5,96,GMC,1996,278,3,1
61,0,12,47,Lincoln,1987,122,4,0
52,0,5,116,Land Rover,2002,181,4,1
37,0,22,196,Lincoln,2008,141,4,0
52,1,21,25,Chevrolet,2009,128,4,1
37,0,10,91,Toyota,1992,144,1,0
43,1,3,192,Chevrolet,1993,147,3,1
51,1,8,189,Toyota,1998,127,0,1
43,0,5,111,Subaru,1991,129,4,0
42,1,15,125,Hyundai,2010,84,2,1
38,0,10,85,Pontiac,1989,120,2,0
55,0,25,28,Subaru,1994,91,2,0
52,0,40,108,GMC,1994,146,2,0
33,1,6,18,Lexus,2010,316,0,1
48,0,10,165,Acura,2000,132,3,0
41,1,20,95,Spyker,2006,108,4,0
48,0,5,150,Audi,1990,253,3,0
55,0,3,4,GMC,2002,89,0,0
49,1,12,135,BMW,2007,104,1,0
25,0,37,19,Mitsubishi,1994,147,4,1
43,1,16,205,Lamborghini,1996,112,0,0
45,1,22,70,BMW,2013,134,1,0
57,0,36,125,Volkswagen,1993,133,4,0
40,1,8,158,Chrysler,2007,364,4,1
53,0,5,156,Cadillac,1992,483,0,0
50,1,25,96,Subaru,1996,80,4,0
41,1,39,28,Mazda,1997,99,2,1
51,1,8,177,Volvo,2004,191,1,1
36,0,18,175,Dodge,1996,111,4,0
36,0,21,112,Volkswagen,1998,96,0,0
55,1,12,113,Mazda,2013,635,3,1
41,0,3,138,Volvo,2010,153,2,1
55,1,26,115,Infiniti,2012,244,4,1
31,1,1,209,Mitsubishi,1994,96,3,1
45,0,3,25,Buick,1989,209,0,0
48,1,28,41,Pontiac,1965,106,0,0
46,1,29,29,Cadillac,2011,95,3,0
52,1,7,141,Saab,2008,176,3,0
42,0,18,68,Nissan,2000,97,0,0
57,1,8,155,Ford,1967,159,4,0
65,0,14,125,GMC,2011,136,0,0
45,1,13,63,Pontiac,1995,105,0,1
58,0,16,158,Lincoln,1987,514,4,0
38,0,39,32,Chevrolet,1999,104,0,0
43,1,1,13,Infiniti,2003,195,4,1
45,1,4,27,GMC,2004,202,4,1
38,1,4,88,Chevrolet,2003,179,0,0
50,0,7,102,BMW,1994,179,0,1
39,0,10,177,Chevrolet,1993,129,3,0
51,0,20,43,Mazda,2002,126,1,1
36,0,5,100,Audi,1984,128,0,0
46,1,3,51,GMC,2001,171,3,1
